Genes	N.Sequences	N.Proteotypic.Sequences	a2	a3	a6	a7	a4	a8	a9	a10	b2	b3	b4	b7	b8	b11	b12	b13	b1	b6	b5	b10	b9	b14	b15	b16	b19	b17	b18	b20	b21	t1	t2	t3	c1	c2	c3	c4	c5	d2	d1	d3	d4	d5	d6	d7	d8	d9	e1	e2	e3	e4	e5	e6	e7	e8	e9	e2	e10	e11	e12	e13	f1	f2	f3	f5	f4	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	v1	v2	v3	v4	v5	g1	g2	g3	g4	g5	g6	g7	h1	h2	h3	h4	h5	h6	h7	h8
BAG5	4	4	298511.0		319527.0	278798.0	256426.0	262129.0													171895.0	249314.0		162443.0	342094.0	452879.0		322925.0	144143.0	245576.0			101231.0							144339.0	303417.0	283416.0		392760.0		346477.0	337287.0		209614.0	764955.0	124613.0	213285.0	205694.0			260693.0	163183.0		153790.0	154660.0	184792.0		109463.0	298021.0	184215.0	184725.0	113265.0	270197.0	134221.0	118098.0	133898.0	132432.0	222992.0		220230.0	202153.0	152065.0	183664.0	162806.0	164123.0	255473.0	220073.0		361161.0		413097.0	109743.0	438144.0	122874.0	535952.0		217594.0				286730.0	223677.0
BAG6	26	26	156956.0		190770.0	195199.0	146588.0	167706.0	146664.0				194248.0		159013.0	139907.0	141307.0		163932.0		168379.0	177465.0	168414.0	163455.0	160195.0	132760.0	217282.0	148359.0	185547.0	174602.0	161612.0	162035.0	157459.0	156721.0	133262.0	139528.0	137298.0	125460.0	144438.0	142238.0	146229.0	152004.0	142224.0	164333.0	139945.0	169919.0	179957.0	139741.0	213950.0	264163.0	255462.0	218720.0	211249.0	164939.0	208198.0	205611.0	272922.0	198018.0	228968.0	258689.0	184908.0	272805.0	303395.0	204779.0	214832.0	211805.0	273237.0	256544.0	242035.0	225847.0	217833.0	227160.0	178682.0	190410.0	224675.0	203112.0	191714.0	289000.0	217883.0	185757.0	256523.0	244240.0	130898.0	158265.0	143518.0	124084.0	206895.0	160290.0	215279.0	163084.0	150057.0	191002.0	221609.0	220643.0	205589.0	188781.0	198590.0
BAIAP2	19	19	23657.0		46422.1	28075.9	30598.6	23465.3									27605.1					21807.3	22818.6	26914.6	38169.4	31161.9	27723.5	32690.0	36521.7	38228.0		22949.5	24156.9					52516.4			23826.4	18248.0				22433.2			33585.1	40081.1	36348.7	30145.6	41821.7	24994.6		108294.0	29162.3		21555.7	37896.1	43452.9	34953.2	46507.1	96655.6	52667.1	20366.5	20751.2	21176.1	26978.1	23709.1	17691.8	37330.5	24721.8		26740.0	31835.0	21720.4	63870.8	24416.1	36149.4	31419.8	26393.2	24157.3			20066.3	24004.7	48656.7	24651.8		32392.0	31423.5	20238.8	19767.7	16098.0	60270.9	29206.1
BAIAP2L1	11	11	56643.4		45355.9	33477.5	29753.3	62323.3									73571.4				62153.9	70926.3	34987.1	43889.4	56360.2	60060.3	52128.4	70225.7	63017.3	46701.3	42588.4	52551.3	54603.2	59933.6												27690.7	25020.9		39920.7		43218.1	38417.7	38214.3			96481.6	53614.7	61447.6	28409.4	32740.8	41922.3	20875.8	64076.2	70151.7	49229.8	28475.6	36726.2	36671.6	44785.9	40982.6	35711.3	56352.8	36887.3		35305.3	26265.2	18371.3	63411.8	37040.1	49197.9	26064.7	39635.4					25770.3	41186.7	25103.1		19870.2	26267.0	38655.0		23207.0	46358.8	42079.5
BAK1	2	2	71121.5					39484.3																						47230.8																34528.6			51028.0				54196.7				73625.6		63753.5	53357.2				76270.0		37124.9	65598.3		52683.0	50467.8	37998.4	36688.8				51145.3				52924.6								68322.9			85952.5	44280.4	102202.0			42161.1	
BANF1	5	5	563276.0		777642.0	783218.0	835265.0	827691.0	633549.0				699580.0			1134910.0	1026480.0	2197100.0	1012620.0		640969.0	840800.0	717136.0	507593.0	664118.0	844885.0	700413.0	651768.0	552839.0	683931.0	645678.0	742276.0	723197.0	634897.0	510346.0	713158.0	533917.0	573107.0	469887.0	549852.0	597760.0	515734.0	1933130.0	842803.0	539378.0	447613.0	790758.0	438289.0	349793.0	299606.0	243747.0	347201.0	267880.0	439664.0	741747.0	1124690.0	381478.0	242857.0	232725.0	272258.0	288504.0	268644.0	263618.0	645652.0	266807.0	188214.0	206258.0	267897.0	168674.0	188430.0	183295.0	280360.0	374244.0	420178.0	279361.0	402932.0	447709.0	202795.0	259644.0	341626.0	313048.0	310909.0	321302.0	293268.0	352851.0	613737.0	292937.0	658720.0	339809.0	439155.0	294397.0	271481.0	187313.0	197630.0	223783.0	557926.0	307967.0
BANK1	9	9																																			140318.0	64752.5	51351.6	59622.4	84549.9	104212.0		48403.2	106162.0	42010.3	78269.5	39298.4																																			75191.9		25651.9	35487.3		34309.1									
BAP18	5	5	131635.0		127834.0	171455.0	104374.0	109180.0									64391.2					156534.0	154291.0	83214.4	103104.0	107217.0	151758.0	86846.3	67043.6	98284.0	177523.0	148765.0	111313.0	90627.1	200680.0		169747.0	138332.0	108879.0	159354.0	176219.0	207115.0	169023.0	136428.0	187129.0	134356.0	105234.0	167327.0	138766.0	114730.0	89468.5	98442.3	115847.0	81715.8		150925.0	99173.4		136651.0	69467.5	89964.3	82391.1	86420.1	138520.0	116373.0	113331.0	77204.4	109169.0	68345.2	100788.0	77636.2	101382.0	93044.3		124425.0	115166.0	115642.0	103064.0	105972.0	87354.3	80466.5	151602.0	175559.0	197093.0	372666.0	278986.0	176350.0	242192.0	105624.0	192586.0	237566.0	248703.0	133735.0	108892.0	189123.0	141872.0	103193.0
BASP1	10	10	77517.8	44995.8	93805.7	79784.4	71351.2	81189.6								67427.3	34362.6					55945.7	22241.6	48100.1	74908.2	31449.8	96363.4	56466.4	47590.3	54768.6	75299.9	56379.0	37389.9	45266.5	215327.0	113697.0	208537.0	116693.0	162917.0	223518.0	210768.0	244301.0	53623.0	267147.0	134650.0	216333.0	163634.0	168993.0	23790.7	41705.7	45591.8	38184.4	57792.2			466504.0	25765.2	38755.8	56906.1	28992.1	35806.7	32189.9	42486.1	320274.0	35145.3	23945.1	64845.8	26605.1	35032.5	16123.7	27114.0	107861.0	57945.9		75937.2	55879.5	34848.3	18241.9	44349.9	127899.0	55272.7	37459.5	367600.0	223120.0	186600.0	157151.0	86502.3	443283.0	41511.6	121363.0	230574.0	149400.0	80462.5	62333.9	85607.4	208389.0	38651.1
BAX	5	5	573293.0	1464530.0	1300140.0	798899.0	785178.0	686177.0	624123.0				1547920.0	1124500.0		2230020.0	1312440.0	893847.0	826868.0	821273.0	868951.0	1254920.0	780057.0	829506.0	1010590.0	822856.0	987718.0	1347780.0	795341.0	914715.0	981880.0	762082.0	755933.0	918591.0	882237.0	859167.0	1054890.0	886185.0	860772.0	1539090.0	1174550.0	977541.0	735258.0	1402860.0	1309550.0	933554.0	1024530.0	856281.0	884996.0	939512.0	1151730.0	820950.0	1183010.0	986182.0	2697730.0	1272830.0	801067.0	521911.0	882051.0	780951.0	719514.0	1055260.0	1026350.0	879431.0	887184.0	949266.0	1133630.0	898337.0	906734.0	708080.0	1001670.0	964910.0	1005210.0	829643.0	1097250.0	785109.0	770688.0	662823.0	810129.0	845863.0	962366.0	1071010.0	1401750.0	1547610.0	1208520.0	1166300.0	911841.0	1476620.0	995594.0	2139920.0	1384170.0	1519360.0	1354250.0	1304780.0	1731700.0	991414.0	896248.0
BAZ1A	9	9			3409.2			2175.69									5452.46					2087.98		2600.65		3085.21		2763.24		2924.32			1898.05				2687.35				2765.39	2365.19		3813.19		3816.06			4165.86	2910.89		4273.88	4519.21	4050.47		3549.07	5406.04		3899.37	3995.59	2943.19	4342.92	3856.05	1746.31	3503.62	2792.19	3868.48	4534.32	4043.11	3620.59	3280.01	3720.37	3454.81		3965.57	4605.26	4380.69	5581.23	3807.47	2965.71	3998.37	3614.8		2815.42		2562.67	3974.14	4435.84	7256.71	3876.66	4034.43	5194.98	3677.68	3094.61	4557.98	3451.77	5366.7
BAZ1B	19	19	58678.0		59249.1	68383.8	75537.3	72136.6									55339.5				76755.2	46537.0		103922.0	46997.4	56989.9	71896.5	50378.5	87782.2	91659.0	32413.2	55343.1	115320.0	63119.1	81303.9	77935.3	111460.0	60667.3	82803.4	93538.8	98710.0	92300.3		82638.6	80907.4	82362.2	65965.0	66754.3	41575.0	35382.1	52224.3	61330.8	78276.6				46472.4	54806.9	49986.8	69925.3	56522.0	44819.7	66650.0	41849.8	67953.9	58632.4	60596.9	68374.3	68130.0	64397.7	62549.4	59210.3	68193.9	52099.5	73709.8	46569.4	60571.5	77587.9	66263.1	55421.2	56004.0	71150.5	63216.5	64406.6	56696.5	80933.3	48094.1	61573.2	59826.9	58687.3	66489.9	62014.3	70837.9	55257.0	44522.6	46077.2	79102.1
BAZ2A	7	7			10280.4	8168.42																	3615.16	5344.15	2713.33	3715.27				2220.76		5541.41		3721.67			5222.78				2072.15	5737.07		5547.17		5893.77			2246.92		3015.39		7258.18			4540.91	2662.54	5129.1	3582.67	3921.1	3477.22		5673.72	7564.95	4906.94	2895.84	3772.45	6927.08	4942.56	3325.02	5216.69	3840.69	4210.27		6770.45	2294.24		4439.95	3310.78	2948.4		5629.68				3102.89		6946.35			2171.63	4917.17	1795.6		3770.2	4806.26	3432.17
BBOX1	11	11	22119.5		36608.7	14900.6	15090.6	16302.9							47928.0							30530.0	13298.9	30405.1	97054.0	27495.2	17307.0	66454.1	20564.2	29013.1	33616.4	40076.8	27530.8	64055.9			9481.83	29527.5					38055.9	23144.3		6547.99			6266.99							105080.0								84756.2	14755.2							9562.45				6723.49			12607.2	5068.93	5356.72		13249.7			22563.5		21378.7								15190.7	
BBX	3	3	10904.1		16944.6																								7993.91													8922.17							9461.05	24561.2			25437.3				16406.9		17603.6	14115.5				21527.6	18266.4	18861.3		19978.7	7014.46	14789.3	18480.3	9986.17	24534.9					11522.0	12248.8	11605.4	10348.7	13072.4										13436.1					19047.5
BCAM	14	14	69654.5		128843.0	74477.9	79248.6	101717.0	49788.1								92128.5		34713.6		40987.2	96171.0	98961.1	72209.5	93831.7	75579.7	86961.3	80545.6	73581.4	84908.7	48194.4	83641.9	57691.6	70597.0		50317.5	41765.8		43302.8	36049.6	53219.1	35607.6		110019.0	39146.5	59046.8	26153.6	92361.8	60488.2	59504.7	63467.1	56973.2	50712.5	35407.5		34925.9	74809.3	50896.7	47667.5	47004.9	25445.6	24806.4	55462.2	62371.1	55191.3	36466.5	38519.2	47932.2	36279.7	40655.6	29738.1	32404.0	53064.2	65636.4	55754.4	53807.6	29929.2	56342.6	30709.0	24699.4	37456.9	39256.1	23054.5	34254.2	37374.4	109914.0	38440.8	53565.7	36885.7	40518.3	30214.7	34504.7	31194.5	39090.1	47151.5	53858.0	36344.7
BCAP29	1	1																							54777.2			56346.9				40542.0																	32543.2				24446.2			103731.0					56753.6			84952.3	29976.6					9074.95						11763.7				20662.1																	19112.8
BCAP31	13	13	302661.0		305259.0	369979.0	292565.0	346352.0	387720.0		260038.0		244648.0		482249.0		491421.0		170936.0		293652.0	321272.0	399376.0	354697.0	527078.0	340788.0	324912.0	513431.0	433200.0	338716.0	234831.0	374748.0	264141.0	369789.0	326026.0	211161.0	197017.0	388147.0	296174.0	214541.0	268945.0	268745.0	305765.0	415211.0	225432.0	289449.0	339607.0	216479.0	185666.0	195202.0	175845.0	176756.0	217255.0	157909.0		1088950.0	199016.0	297200.0	186251.0	210199.0	230956.0	151821.0	144670.0	1162920.0	182384.0	137619.0	171135.0	184367.0	139098.0	144788.0	183932.0	231395.0	219294.0	204857.0	250069.0	265329.0	221021.0	183202.0	215264.0	336290.0	231653.0	171481.0	457133.0	268564.0	237018.0	316092.0	275691.0	373537.0	315927.0	392953.0	347870.0	246993.0	194181.0	208721.0	195370.0	445152.0	221601.0
BCAR1	9	8	7726.47		11490.6		5937.68	8037.77															4643.08	6558.05	5073.63	11258.5	7551.3	8817.83	10406.0	8268.06	9091.12	10606.3	8123.87	10766.5												4769.6	7176.41		7546.06		6035.58	11837.6	6793.52	2094.55		6565.54	12036.5		8711.71	9831.32	11094.9	5422.09	10672.2	5386.67	8008.95	6938.34	6056.27	12715.6	9045.82	3941.88	8775.11	11320.5	9369.9		6589.82	7828.24	6585.52	7246.22	7604.29	7796.27		11311.5		6325.21	4560.25	9488.95	5693.47	6236.54	12177.0		6971.25	4410.31	4409.48	8909.25	11874.0	6733.62	6844.87
BCAS1	2	2																																																						1944.34								1224.83								369.557								327.939								964.565								1055.88	
BCAS2	9	9	259739.0	256821.0	363242.0	197928.0	223529.0	177131.0	263235.0				204245.0				182668.0	219020.0	157299.0			246699.0	183443.0	217250.0	217764.0	276499.0	165162.0	197922.0	164805.0	210586.0	134813.0	241117.0	191972.0	249323.0	175248.0		213916.0	226088.0	196140.0	233651.0	201367.0	255887.0	191020.0	168583.0	197267.0	219730.0	235063.0	177879.0	237442.0	249058.0	247766.0	198160.0	214570.0	192557.0	574262.0	194526.0	202071.0	234596.0	201818.0	216322.0	200889.0	282671.0	295217.0	234319.0	191919.0	232244.0	237552.0	192504.0	280051.0	176633.0	186048.0	206895.0	138908.0	254330.0	168536.0	156666.0	198702.0	235399.0	202514.0	179529.0	232316.0	225887.0	159732.0	146021.0	124114.0	171802.0	165891.0	182722.0	195835.0		156511.0	177353.0	170889.0	228737.0	222591.0	155230.0	203933.0
BCAS3	3	3						2564.37														1806.83		2392.99	1402.49		1251.1			1358.83		1639.7	1636.83		1282.83						1564.97					2619.1			1823.91	1764.51			2243.09			2997.35	986.451		1184.69	1087.39	1872.79				1415.94	1527.63	1853.59		1495.15	1693.47	1383.78	915.846			1986.4	1733.21	1103.31	1916.78	1766.28	1145.85	2475.31	2913.92		1863.65		2064.75	1919.45	2352.06			1381.32	1911.66	2038.69	1951.15	2271.4		1883.5
BCAT1	3	3			57297.8		14927.5	21383.1									29172.0						17097.4	7101.35			33773.1	22814.7	22527.2	31199.1		13859.5	21199.0	30800.3							17293.0			26915.0		28719.8		19976.0	20157.9		35550.0	23041.4	33552.3			33396.5	25681.8		33095.1	20143.7	28496.9		54419.7	25845.7	29032.8	32455.0	52293.5	30711.2	32443.2	23966.4	35316.1	38936.6	50601.7		34170.6	23323.0		15431.1	38776.1	31074.8	39307.1			27267.4	31536.2			41335.9	21675.9	32215.3	56788.3	60519.0	44875.9	72721.4	65761.2	25343.1	39326.5
BCAT2	7	7	59286.1		80913.6	44567.7		43185.0					64101.9									38309.3		39150.3	66611.7	36631.9	41488.0	47345.2	63450.0	63549.9		61353.9	62975.5	59015.4			106804.0	84179.7	52554.3	77650.7	107133.0	101714.0		87364.8	76710.5	112265.0		54315.9	75762.9	96566.3	109759.0	64037.6	99309.7			108965.0	74884.4	41050.8	90752.0	66239.3	83830.2	58095.2	72227.0	63954.7	96809.4	106821.0	62205.7	72103.8	50915.4	61382.6	61813.8	94586.7	93254.0	82820.8	51704.8	73045.7	56329.0	77894.3	65664.9	69671.2	68971.9	70059.6	77407.3	46116.6	67970.2	96705.1	51926.4	111961.0	70269.8		67583.9	60292.1	64348.8	56304.4	60284.3	95233.3	68778.4
BCCIP	10	10	26633.9			24337.2		21696.5													32048.0						21444.1	22997.0	13454.6	16420.7			23700.0	17231.7							25247.1			24009.8	23577.1	18076.2	28418.3		31066.5		29983.6	38960.6	42152.7	28272.3		81525.0	37298.1	22043.5	23443.3	60760.3	43956.9	25457.6	32019.9	51290.2	33979.8	32074.3	25776.1	34895.8	22672.0	25274.5	30750.2	38378.4	39554.8		32726.6	36830.7	25593.0	35615.6	51430.5	49737.7	37031.0	42190.2	24301.2	29487.6	23819.0	38373.0	35035.9	26125.1	43806.1		36739.8	40945.2	25919.5	28966.8	26523.5	33486.3	46220.1
BCKDHA	12	12	99147.1		202760.0	102656.0	147080.0	125400.0	124986.0				199806.0				133932.0				284678.0	154092.0	70401.3	278165.0	145492.0	135187.0	234434.0	100957.0	217853.0	246496.0	81239.9	107097.0	248972.0	107650.0	178758.0		170628.0	160082.0	162791.0	163260.0	162766.0	143552.0	133950.0	139768.0	138110.0	196803.0	196011.0	146463.0	112950.0	138302.0	219578.0	124960.0	174384.0	161640.0		136794.0	178560.0	121104.0	148248.0	127296.0	138115.0	147072.0	124962.0	134360.0	154939.0	147712.0	131639.0	138452.0	120652.0	125218.0	157075.0	124860.0	131451.0	150984.0	107942.0	121256.0	118986.0	149232.0	121009.0	119744.0	175721.0	147889.0	158692.0	152353.0	79072.6	177217.0	97812.3	128133.0	121180.0	136030.0	117429.0	112037.0	136649.0	128087.0	147208.0	127312.0	150097.0
BCKDHB	2	2					865.638																	3231.35	3806.31	2706.98			3013.37	2897.28		1032.78	4530.69								1749.87	967.025			5575.83	2395.25			1359.81											972.295					1573.05	844.323					1619.53	646.625								562.008							1514.7	1026.12	1853.46							1241.75	1137.94
BCKDK	6	6	12484.7		16603.9	17059.6	22390.5	23591.8									21756.5		14204.9		26573.0	27423.3	15482.0	17447.9	18541.1	14103.0	29228.3	14459.7	44440.0	25432.3	33932.0	10887.3	24027.0	19370.1			8813.01		17187.0		14059.0	10838.5		15953.0	14135.7	19059.8		15306.4	18850.6	41325.6	22672.7	21180.0	26600.5	12220.6		11550.5	32474.4	9904.06	22168.9	20184.9	14336.6	31315.3	39832.9	37980.6	15502.9	24720.9	23349.2	22859.4	18156.8	14813.7	19079.3	23606.0	25772.3	20559.5	20376.1	18313.0	25465.6	27265.8	21045.8	16559.4	18219.9	23984.8	10503.0	24591.8		21425.9	29618.4	25984.6	13676.0	23862.6	17317.0	28955.6	12995.2	25060.6	29862.8	22515.3	24124.5
BCL10	2	2						980.926									3252.69							2067.82			5244.21		2129.88	1376.96			2589.01	2651.86			2749.44				2024.73	1863.41		2509.35		2360.41											1608.44		1286.19	517.598	1116.16				1125.83	1650.97	707.321			1319.15	491.603	519.351				922.364		1381.38		728.341				1788.5		2172.98		2454.27	1805.83			672.777	1735.47	1209.22		1797.65	1210.06
BCL11A	1	1	23542.5		138935.0																			246867.0		125746.0				103967.0		199698.0					267476.0			203661.0		250594.0			116442.0	32154.9			92934.8								119169.0						266507.0		76426.8	152666.0	107504.0		146175.0			95297.9						86277.8	45209.2	42192.3															112695.0	138700.0	
BCL2	3	3						2172.22																2840.54						3835.39	8046.87	2647.71	2113.79		12438.1	36028.4	32895.0	19864.2	6229.83	24301.8	29070.8	19002.0		29346.6	16966.6	16603.0	31053.4	17104.2	2752.48		8782.48		2071.68	5544.96			3033.79		4609.12	1357.26		2689.17		4608.89	1648.77	1940.32	1477.09	1165.55	3731.14	2108.29	3091.19	2925.38	2895.94			3852.04	4333.2	2122.93	968.03	1704.8		1363.34	19679.0	4440.23	10461.1	24813.9	4373.07	10414.2	3777.33	6972.91	6886.95	10217.2	4217.82	4495.12	7993.45	7011.97	2043.89
BCL2L1	3	3	6379.04		16359.3	8981.91		13843.9													29562.0	11208.5	14362.4	16311.7	23830.9	20923.7	12799.2	18238.5	11528.2	20358.3	9058.83	14407.2	13495.6	15755.4			5421.11				9814.89	8298.19		10405.3		17325.1	10847.4		5475.76		4974.18	3119.56	6154.92			10886.4	4228.53		5726.21	3796.56	4607.88			12050.5	5543.08	2977.97		3999.07	6769.62	5133.36	7419.84	7336.33	4627.38		5282.99	5611.1		3109.06	7151.18	6863.72		3490.75	13890.2	17762.8	10036.0		6228.81	8318.61	6043.19		17437.4	5392.26	5753.44	6672.51	9435.89	13724.2	3882.06
BCL2L11	1	1	3991.3					3818.75									6306.15							6662.29	7547.0	14260.6															3231.36			9158.55		4031.8				5800.9		3061.45	3348.15				4489.42		5302.92	6793.73				2258.3	5263.36	5116.02	3741.35	7751.12	4649.37	4866.21	4360.73	2596.47			2416.8	4684.29		4290.62	5811.87	1506.36	9877.28			4040.99			2504.24				3331.01	3827.05	4824.73			3862.93	
BCL2L13	3	3	277826.0			103640.0	196924.0	153262.0														164491.0	246445.0	229248.0	209302.0	140498.0	110623.0	396896.0	115353.0	149918.0		206631.0	101578.0	121465.0								137979.0				130217.0							74052.1				104685.0		59362.5	63401.3			137382.0				67350.3		89843.2	60105.3	91176.4	99199.1	80248.7		93888.9				96001.8	83850.9				80095.5			76164.1	101750.0			225598.0		168973.0				83971.0
BCL3	2	2	2279.57			2419.13		1768.5																1537.65						1507.22		2342.27			5304.79					2436.4	2734.79	3601.55				2115.27	4760.15	2759.37	1451.55			2327.49	1583.62				1936.37		2302.34	659.042	1523.86	2495.28			890.925		2460.45	1770.6		1624.77	1835.58	1036.21	1087.81		2099.33	2197.59		1841.31	1234.55	1069.25			2037.16	2469.66	945.555	3224.23	1633.26	1526.54	1481.83		1975.39	2326.63	2399.85		2872.62	983.131	2221.67
BCL7C	2	1	14097.1			15567.4	12904.3	8099.86					30230.5									12368.8	10102.1	10438.6	6892.28	9747.43	15862.8		11546.8	8278.7	11322.4	17423.2	13775.0	11252.0			17557.3	11259.6		11959.0	14191.7	17138.2		8392.88	13064.5	9394.75	10417.0	13642.4	15248.9	19270.0		18499.3	15388.6			25953.5	16629.0		14919.5	17933.9	12655.4	12884.6	24217.9	13989.6	14910.0	7999.29	7897.0	12308.0	14017.6	11263.0	12540.5	11364.6	17035.9	9375.8	11460.7	20131.5	13079.9	15188.1	15132.9	15755.1	17568.2	19793.4	11040.5	10777.8	13172.1	12388.4	14253.4	12883.4	15565.6		10981.4	10814.3	13530.7	16528.0	9062.98	7618.08	13560.1
BCL9L	7	7	42860.7		40519.5	46014.3		24620.8									36918.2					45950.4		22435.0	43220.6	24052.6		35693.0		41583.2		24474.1			29083.0			60351.8			30008.9	34072.5				30117.2	26840.6	36830.1	52911.7	60192.6	55641.4	49785.3	48628.6				65563.3		36055.9	54343.7	47227.4	40752.0	37721.1	36180.4	50141.1	40908.7	45961.4	46118.8	45034.2	37799.5	55762.0	56109.5	37418.8		43948.1	58171.4	46930.7	63837.7	52405.2	35575.0		33507.4	29564.4	24416.0		38909.9	33559.8	30244.7	50203.1			41958.2	28742.2	32049.3			35838.6
BCLAF1	17	17	166563.0		251856.0	194186.0	166714.0	153817.0	140582.0				331067.0	165796.0	219115.0	184639.0	198845.0		109399.0		141443.0	215230.0	174262.0	209916.0	169140.0	168190.0	140815.0	114606.0	134871.0	218434.0	157542.0	204688.0	212771.0	128185.0	213038.0	145196.0	180215.0	100254.0	146583.0	164875.0	185681.0	135097.0		155232.0	195997.0	184296.0	197305.0	175827.0	175176.0	132594.0	128454.0	224057.0	213449.0	141724.0		138756.0	165178.0	196708.0	138185.0	181429.0	201750.0	183071.0	137225.0	136526.0	179678.0	144553.0	161982.0	136411.0	124869.0	134920.0	150726.0	124775.0	156909.0	221266.0	177145.0	164842.0	175897.0	166038.0	202609.0	172146.0	166509.0	203873.0	171808.0	152535.0	178029.0	182320.0	148406.0	141716.0	115760.0	152624.0	142874.0	157193.0	145621.0	112751.0	143062.0	126367.0	166020.0
BCR	7	7	4905.79		8778.84	10050.3	9296.12	6908.3	5697.37													10670.9		5493.21	7203.91	11207.6	5600.3	9068.42	5465.8	8008.19		5196.65	5496.46	6420.59	12651.7		8082.77	7772.42	6253.02	11092.0	4705.31					8041.01		6599.31	3193.01			5386.32	3447.15			6483.2	4780.38	3234.51	6189.69	5802.8	2914.65			7186.23	3925.37	3465.11	5559.21	4227.23	4398.95	2718.06	3123.73	3784.16	5849.99		4607.73	4526.92	4031.16	4625.09	3781.25	4774.33		4579.19	9342.54	8335.04	4198.8	6612.31	5756.18	7494.62			6670.04	4851.67	3512.98		5345.13	5189.27	6169.35
BCS1L	7	7	36788.2		47053.5	34300.7	29112.6	24789.8											83994.7	38599.4	48130.2	46218.5	32689.9	38669.3	36693.9	40883.0	40581.1	26500.7	29784.5	40070.1	18444.2	37724.5	45997.1	26602.5			32366.6	54547.6	29132.0	28368.8	39657.6	34180.7		50354.4	35178.4	31928.2	29539.8	42287.6	16150.0	28733.6	26034.8	30693.1	25765.9	30196.0		23640.9	21074.9	21428.0	28170.0	17122.9	26021.5	16346.8	16900.4	21084.9	19111.6	25569.4	29907.4	32278.9	25010.3	24596.6	21152.5	23942.1	16838.7		19392.0	19248.3	29209.7	17594.8	17614.5	17339.0	29515.7	28622.4		31724.0	26857.1	32802.0	24699.9	26744.1	24584.8		28295.2	23586.8	26238.5	38975.2	33224.3	30249.5	21348.7
